Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,datetime,date,hour,day_of_week,month,year,is_weekend,other_energy_wh
5/9/2007,18:05:00,1.328,0.188,238.73,5.6,0.0,2.0,17.0,2007-09-05 18:05:00,2007-09-05,18,2,9,2007,0,3.133333333333333
29/9/2007,12:01:00,0.516,0.326,241.19,2.4,0.0,2.0,0.0,2007-09-29 12:01:00,2007-09-29,12,5,9,2007,1,6.6
11/1/2008,11:39:00,1.39,0.052,238.94,5.8,0.0,0.0,17.0,2008-01-11 11:39:00,2008-01-11,11,4,1,2008,0,6.166666666666668
9/3/2010,11:57:00,1.696,0.072,241.89,7.0,0.0,0.0,19.0,2010-03-09 11:57:00,2010-03-09,11,1,3,2010,0,9.266666666666666
9/6/2010,08:06:00,1.294,0.046,238.96,5.4,0.0,0.0,18.0,2010-06-09 08:06:00,2010-06-09,8,2,6,2010,0,3.5666666666666664
15/3/2008,12:24:00,0.792,0.338,239.97,3.6,0.0,0.0,0.0,2008-03-15 12:24:00,2008-03-15,12,5,3,2008,1,13.2
20/6/2008,16:13:00,0.32,0.244,240.53,1.6,0.0,1.0,1.0,2008-06-20 16:13:00,2008-06-20,16,4,6,2008,0,3.333333333333333
30/1/2010,19:15:00,2.188,0.318,240.62,9.2,0.0,1.0,18.0,2010-01-30 19:15:00,2010-01-30,19,5,1,2010,1,17.46666666666667
24/5/2008,07:32:00,0.236,0.098,239.14,1.0,0.0,0.0,1.0,2008-05-24 07:32:00,2008-05-24,7,5,5,2008,1,2.933333333333333
24/5/2010,01:36:00,0.416,0.088,239.04,1.8,0.0,0.0,1.0,2010-05-24 01:36:00,2010-05-24,1,0,5,2010,0,5.933333333333334
6/12/2008,06:47:00,0.398,0.208,244.61,1.8,0.0,1.0,0.0,2008-12-06 06:47:00,2008-12-06,6,5,12,2008,1,5.633333333333334
16/11/2008,03:11:00,0.3,0.0,244.48,1.2,1.0,0.0,0.0,2008-11-16 03:11:00,2008-11-16,3,6,11,2008,1,4.0
1/10/2007,13:26:00,0.302,0.048,240.39,1.2,0.0,0.0,0.0,2007-10-01 13:26:00,2007-10-01,13,0,10,2007,0,5.033333333333333
5/4/2008,16:26:00,2.084,0.324,239.42,8.8,0.0,0.0,18.0,2008-04-05 16:26:00,2008-04-05,16,5,4,2008,1,16.733333333333334
13/11/2007,01:50:00,0.308,0.062,240.65,1.2,0.0,0.0,0.0,2007-11-13 01:50:00,2007-11-13,1,1,11,2007,0,5.133333333333334
24/2/2009,08:26:00,3.61,0.078,235.63,15.4,0.0,28.0,17.0,2009-02-24 08:26:00,2009-02-24,8,1,2,2009,0,15.166666666666664
25/9/2007,13:38:00,0.722,0.0,237.23,3.0,0.0,1.0,0.0,2007-09-25 13:38:00,2007-09-25,13,1,9,2007,0,11.033333333333333
20/11/2010,13:30:00,0.456,0.066,241.76,1.8,1.0,0.0,0.0,2010-11-20 13:30:00,2010-11-20,13,5,11,2010,1,6.6
6/6/2009,12:45:00,0.434,0.22,241.36,2.0,0.0,0.0,0.0,2009-06-06 12:45:00,2009-06-06,12,5,6,2009,1,7.233333333333333
16/10/2010,21:13:00,0.254,0.0,243.12,1.0,0.0,0.0,1.0,2010-10-16 21:13:00,2010-10-16,21,5,10,2010,1,3.2333333333333334
24/3/2009,22:49:00,0.76,0.234,244.75,3.2,0.0,1.0,0.0,2009-03-24 22:49:00,2009-03-24,22,1,3,2009,0,11.666666666666666
26/1/2008,06:25:00,0.442,0.094,242.94,2.0,0.0,0.0,0.0,2008-01-26 06:25:00,2008-01-26,6,5,1,2008,1,7.366666666666666
8/10/2010,20:14:00,2.168,0.274,240.1,9.0,1.0,1.0,0.0,2010-10-08 20:14:00,2010-10-08,20,4,10,2010,0,34.13333333333333
11/1/2010,05:01:00,0.322,0.134,248.93,1.4,0.0,1.0,1.0,2010-01-11 05:01:00,2010-01-11,5,0,1,2010,0,3.3666666666666663
27/9/2008,09:46:00,1.326,0.154,238.11,5.6,1.0,0.0,18.0,2008-09-27 09:46:00,2008-09-27,9,5,9,2008,1,3.1000000000000014
2/2/2009,03:18:00,1.438,0.068,248.85,5.8,0.0,0.0,19.0,2009-02-02 03:18:00,2009-02-02,3,0,2,2009,0,4.966666666666665
11/10/2010,05:32:00,0.48,0.25,239.33,2.2,0.0,1.0,0.0,2010-10-11 05:32:00,2010-10-11,5,0,10,2010,0,7.0
30/6/2008,11:51:00,1.356,0.0,238.89,5.6,0.0,0.0,18.0,2008-06-30 11:51:00,2008-06-30,11,0,6,2008,0,4.600000000000001
2/1/2008,18:46:00,1.856,0.056,237.13,7.8,0.0,0.0,0.0,2008-01-02 18:46:00,2008-01-02,18,2,1,2008,0,30.933333333333334
5/11/2010,00:03:00,0.288,0.0,247.92,1.2,0.0,0.0,0.0,2010-11-05 00:03:00,2010-11-05,0,4,11,2010,0,4.8
1/9/2009,15:02:00,0.3,0.11,241.75,1.4,0.0,0.0,1.0,2009-09-01 15:02:00,2009-09-01,15,1,9,2009,0,4.0
5/10/2007,01:47:00,0.352,0.112,241.83,1.6,0.0,0.0,0.0,2007-10-05 01:47:00,2007-10-05,1,4,10,2007,0,5.866666666666666
1/9/2008,12:56:00,1.634,0.12,240.44,7.0,0.0,0.0,21.0,2008-09-01 12:56:00,2008-09-01,12,0,9,2008,0,6.233333333333334
19/4/2008,00:45:00,0.664,0.09,243.74,2.8,0.0,0.0,1.0,2008-04-19 00:45:00,2008-04-19,0,5,4,2008,1,10.066666666666666
11/1/2010,08:29:00,1.5,0.12,242.46,6.2,0.0,0.0,19.0,2010-01-11 08:29:00,2010-01-11,8,0,1,2010,0,6.0
30/12/2008,20:23:00,1.446,0.046,241.9,5.8,0.0,1.0,17.0,2008-12-30 20:23:00,2008-12-30,20,1,12,2008,0,6.100000000000001
19/5/2008,20:34:00,1.5,0.0,242.23,6.2,0.0,0.0,19.0,2008-05-19 20:34:00,2008-05-19,20,0,5,2008,0,6.0
9/11/2010,01:52:00,0.258,0.0,239.81,1.0,0.0,0.0,0.0,2010-11-09 01:52:00,2010-11-09,1,1,11,2010,0,4.3
2/11/2009,10:47:00,1.312,0.264,238.4,5.8,0.0,0.0,1.0,2009-11-02 10:47:00,2009-11-02,10,0,11,2009,0,20.866666666666667
10/2/2008,02:46:00,0.222,0.048,243.24,1.0,0.0,0.0,0.0,2008-02-10 02:46:00,2008-02-10,2,6,2,2008,1,3.7
15/12/2008,15:12:00,0.446,0.22,246.85,2.0,0.0,0.0,0.0,2008-12-15 15:12:00,2008-12-15,15,0,12,2008,0,7.433333333333334
31/7/2009,16:35:00,0.328,0.208,243.76,1.6,0.0,2.0,1.0,2009-07-31 16:35:00,2009-07-31,16,4,7,2009,0,2.466666666666667
3/10/2010,04:01:00,0.412,0.186,241.79,1.8,0.0,1.0,1.0,2010-10-03 04:01:00,2010-10-03,4,6,10,2010,1,4.866666666666666
21/6/2007,00:30:00,0.108,0.0,241.48,0.4,0.0,0.0,0.0,2007-06-21 00:30:00,2007-06-21,0,3,6,2007,0,1.8
16/7/2010,19:43:00,0.344,0.254,243.3,1.8,0.0,1.0,1.0,2010-07-16 19:43:00,2010-07-16,19,4,7,2010,0,3.7333333333333334
2/12/2008,06:30:00,0.334,0.0,248.01,1.4,0.0,0.0,0.0,2008-12-02 06:30:00,2008-12-02,6,1,12,2008,0,5.566666666666666
4/6/2009,11:20:00,0.24,0.106,237.85,1.0,0.0,0.0,0.0,2009-06-04 11:20:00,2009-06-04,11,3,6,2009,0,4.0
6/4/2008,01:10:00,0.254,0.0,239.7,1.0,0.0,0.0,1.0,2008-04-06 01:10:00,2008-04-06,1,6,4,2008,1,3.2333333333333334
26/2/2008,16:59:00,0.326,0.106,240.55,1.4,0.0,0.0,0.0,2008-02-26 16:59:00,2008-02-26,16,1,2,2008,0,5.433333333333334
7/9/2007,23:17:00,0.874,0.132,244.46,3.6,0.0,0.0,0.0,2007-09-07 23:17:00,2007-09-07,23,4,9,2007,0,14.566666666666666
8/11/2008,17:59:00,1.982,0.144,233.11,8.4,0.0,3.0,0.0,2008-11-08 17:59:00,2008-11-08,17,5,11,2008,1,30.03333333333333
2/7/2009,17:11:00,0.65,0.22,242.79,2.8,0.0,0.0,0.0,2009-07-02 17:11:00,2009-07-02,17,3,7,2009,0,10.833333333333334
14/4/2008,10:28:00,1.514,0.118,243.48,6.2,0.0,2.0,19.0,2008-04-14 10:28:00,2008-04-14,10,0,4,2008,0,4.233333333333334
25/3/2008,17:47:00,0.394,0.0,244.23,1.8,0.0,0.0,0.0,2008-03-25 17:47:00,2008-03-25,17,1,3,2008,0,6.566666666666666
25/3/2009,01:59:00,0.222,0.0,244.79,0.8,0.0,0.0,0.0,2009-03-25 01:59:00,2009-03-25,1,2,3,2009,0,3.7
23/1/2010,22:27:00,4.458,0.144,237.02,19.2,1.0,27.0,18.0,2010-01-23 22:27:00,2010-01-23,22,5,1,2010,1,28.299999999999997
26/9/2007,01:10:00,0.204,0.0,241.64,0.8,0.0,0.0,0.0,2007-09-26 01:10:00,2007-09-26,1,2,9,2007,0,3.4
3/2/2007,13:53:00,0.426,0.0,242.78,2.0,0.0,0.0,0.0,2007-02-03 13:53:00,2007-02-03,13,5,2,2007,1,7.1
29/12/2009,19:43:00,1.822,0.23,241.41,7.6,0.0,0.0,10.0,2009-12-29 19:43:00,2009-12-29,19,1,12,2009,0,20.366666666666667
16/10/2009,11:32:00,1.332,0.0,241.76,5.4,0.0,0.0,18.0,2009-10-16 11:32:00,2009-10-16,11,4,10,2009,0,4.199999999999999
30/5/2010,05:50:00,0.538,0.214,242.92,2.4,0.0,0.0,1.0,2010-05-30 05:50:00,2010-05-30,5,6,5,2010,1,7.966666666666667
20/3/2009,11:28:00,1.294,0.048,242.12,5.2,0.0,0.0,18.0,2009-03-20 11:28:00,2009-03-20,11,4,3,2009,0,3.5666666666666664
31/10/2010,16:19:00,0.35,0.116,248.37,1.4,0.0,0.0,0.0,2010-10-31 16:19:00,2010-10-31,16,6,10,2010,1,5.833333333333333
18/6/2008,01:15:00,0.224,0.106,240.52,1.0,0.0,1.0,0.0,2008-06-18 01:15:00,2008-06-18,1,2,6,2008,0,2.7333333333333334
27/6/2009,00:55:00,3.8,0.216,239.66,15.8,38.0,0.0,18.0,2009-06-27 00:55:00,2009-06-27,0,5,6,2009,1,7.333333333333336
16/9/2010,09:59:00,0.746,0.0,240.94,4.2,0.0,0.0,1.0,2010-09-16 09:59:00,2010-09-16,9,3,9,2010,0,11.433333333333334
1/4/2008,04:55:00,0.4,0.222,244.82,1.8,0.0,0.0,0.0,2008-04-01 04:55:00,2008-04-01,4,1,4,2008,0,6.666666666666667
31/7/2010,23:20:00,0.152,0.0,237.81,0.6,0.0,0.0,0.0,2010-07-31 23:20:00,2010-07-31,23,5,7,2010,1,2.533333333333333
25/12/2006,04:28:00,0.654,0.148,248.59,2.6,0.0,0.0,0.0,2006-12-25 04:28:00,2006-12-25,4,0,12,2006,0,10.9
31/8/2008,17:23:00,4.296,0.404,237.5,18.0,38.0,0.0,18.0,2008-08-31 17:23:00,2008-08-31,17,6,8,2008,1,15.599999999999994
8/1/2007,20:57:00,4.274,0.33,237.19,18.0,0.0,2.0,17.0,2007-01-08 20:57:00,2007-01-08,20,0,1,2007,0,52.233333333333334
6/1/2009,06:25:00,0.458,0.21,246.75,2.0,0.0,0.0,0.0,2009-01-06 06:25:00,2009-01-06,6,1,1,2009,0,7.633333333333334
31/1/2009,01:39:00,0.334,0.096,247.74,1.4,0.0,0.0,0.0,2009-01-31 01:39:00,2009-01-31,1,5,1,2009,1,5.566666666666666
20/10/2008,15:09:00,0.5,0.094,243.28,2.0,0.0,0.0,1.0,2008-10-20 15:09:00,2008-10-20,15,0,10,2008,0,7.333333333333334
21/10/2009,00:10:00,0.344,0.09,245.19,1.4,0.0,0.0,1.0,2009-10-21 00:10:00,2009-10-21,0,2,10,2009,0,4.733333333333333
14/6/2008,12:33:00,1.356,0.138,241.24,5.6,0.0,1.0,18.0,2008-06-14 12:33:00,2008-06-14,12,5,6,2008,1,3.6000000000000014
4/8/2009,05:03:00,1.218,0.0,242.16,5.0,0.0,0.0,18.0,2009-08-04 05:03:00,2009-08-04,5,1,8,2009,0,2.3000000000000007
2/4/2007,00:37:00,1.424,0.11,242.34,5.8,0.0,1.0,18.0,2007-04-02 00:37:00,2007-04-02,0,0,4,2007,0,4.733333333333334
23/12/2006,15:27:00,4.574,0.446,241.08,19.0,0.0,1.0,18.0,2006-12-23 15:27:00,2006-12-23,15,5,12,2006,1,57.233333333333334
3/5/2007,10:59:00,0.208,0.084,232.28,1.0,0.0,0.0,0.0,2007-05-03 10:59:00,2007-05-03,10,3,5,2007,0,3.466666666666667
18/7/2009,01:28:00,0.14,0.0,242.22,0.6,0.0,0.0,0.0,2009-07-18 01:28:00,2009-07-18,1,5,7,2009,1,2.3333333333333335
14/11/2008,12:56:00,1.768,0.154,240.62,7.4,0.0,2.0,18.0,2008-11-14 12:56:00,2008-11-14,12,4,11,2008,0,9.466666666666665
30/11/2009,03:48:00,0.374,0.12,246.76,1.6,0.0,1.0,1.0,2009-11-30 03:48:00,2009-11-30,3,0,11,2009,0,4.233333333333333
18/7/2009,00:31:00,0.306,0.23,240.05,1.6,0.0,1.0,0.0,2009-07-18 00:31:00,2009-07-18,0,5,7,2009,1,4.1
12/10/2008,05:04:00,0.338,0.096,241.46,1.4,0.0,0.0,1.0,2008-10-12 05:04:00,2008-10-12,5,6,10,2008,1,4.633333333333334
23/5/2008,21:57:00,0.722,0.076,236.97,3.2,0.0,0.0,0.0,2008-05-23 21:57:00,2008-05-23,21,4,5,2008,0,12.033333333333333
23/1/2007,17:07:00,0.518,0.0,244.89,2.0,0.0,0.0,0.0,2007-01-23 17:07:00,2007-01-23,17,1,1,2007,0,8.633333333333333
4/2/2008,23:14:00,0.27,0.0,245.17,1.0,0.0,0.0,0.0,2008-02-04 23:14:00,2008-02-04,23,0,2,2008,0,4.5
11/6/2009,18:15:00,0.426,0.0,241.31,2.0,0.0,0.0,1.0,2009-06-11 18:15:00,2009-06-11,18,3,6,2009,0,6.1
12/5/2010,07:03:00,2.002,0.208,239.24,8.4,0.0,1.0,18.0,2010-05-12 07:03:00,2010-05-12,7,2,5,2010,0,14.36666666666666
27/8/2010,22:48:00,0.78,0.366,243.32,3.4,0.0,1.0,1.0,2010-08-27 22:48:00,2010-08-27,22,4,8,2010,0,11.0
9/1/2009,01:46:00,0.266,0.046,245.09,1.2,0.0,0.0,0.0,2009-01-09 01:46:00,2009-01-09,1,4,1,2009,0,4.433333333333334
20/6/2009,08:08:00,1.262,0.068,238.75,5.2,0.0,0.0,18.0,2009-06-20 08:08:00,2009-06-20,8,5,6,2009,1,3.033333333333335
17/2/2009,16:05:00,0.326,0.08,245.47,1.4,0.0,0.0,0.0,2009-02-17 16:05:00,2009-02-17,16,1,2,2009,0,5.433333333333334
3/4/2009,09:02:00,1.4,0.066,239.31,5.8,0.0,0.0,18.0,2009-04-03 09:02:00,2009-04-03,9,4,4,2009,0,5.333333333333332
5/3/2009,05:25:00,1.38,0.078,241.55,5.6,0.0,0.0,18.0,2009-03-05 05:25:00,2009-03-05,5,3,3,2009,0,5.0
30/3/2010,14:56:00,2.144,0.282,242.86,8.8,0.0,0.0,29.0,2010-03-30 14:56:00,2010-03-30,14,1,3,2010,0,6.733333333333334
5/6/2007,07:00:00,1.29,0.0,233.17,5.4,0.0,0.0,17.0,2007-06-05 07:00:00,2007-06-05,7,1,6,2007,0,4.5
13/1/2008,12:04:00,0.736,0.424,236.61,3.6,1.0,1.0,0.0,2008-01-13 12:04:00,2008-01-13,12,6,1,2008,1,10.266666666666667
14/5/2007,02:22:00,0.206,0.0,239.22,1.0,0.0,0.0,0.0,2007-05-14 02:22:00,2007-05-14,2,0,5,2007,0,3.433333333333333
18/10/2008,02:40:00,0.346,0.098,243.19,1.4,0.0,0.0,1.0,2008-10-18 02:40:00,2008-10-18,2,5,10,2008,1,4.766666666666667
6/9/2007,01:58:00,0.296,0.234,241.39,1.6,0.0,2.0,0.0,2007-09-06 01:58:00,2007-09-06,1,3,9,2007,0,2.9333333333333336
14/9/2010,17:13:00,1.04,0.302,240.34,4.4,0.0,1.0,12.0,2010-09-14 17:13:00,2010-09-14,17,1,9,2010,0,4.333333333333332
19/3/2007,08:06:00,2.016,0.074,240.73,8.4,0.0,0.0,18.0,2007-03-19 08:06:00,2007-03-19,8,0,3,2007,0,15.600000000000001
31/7/2007,13:25:00,0.53,0.292,233.3,2.6,1.0,0.0,0.0,2007-07-31 13:25:00,2007-07-31,13,1,7,2007,0,7.833333333333334
5/7/2009,14:00:00,1.522,0.222,238.81,6.4,0.0,1.0,20.0,2009-07-05 14:00:00,2009-07-05,14,6,7,2009,1,4.366666666666667
28/10/2008,04:11:00,0.246,0.0,243.31,1.0,0.0,0.0,0.0,2008-10-28 04:11:00,2008-10-28,4,1,10,2008,0,4.1
4/11/2007,03:21:00,0.282,0.084,242.96,1.2,0.0,0.0,0.0,2007-11-04 03:21:00,2007-11-04,3,6,11,2007,1,4.7
6/6/2010,20:10:00,0.27,0.108,241.78,1.2,0.0,2.0,1.0,2010-06-06 20:10:00,2010-06-06,20,6,6,2010,1,1.5
17/7/2009,06:59:00,0.24,0.116,242.4,1.0,0.0,0.0,0.0,2009-07-17 06:59:00,2009-07-17,6,4,7,2009,0,4.0
1/7/2008,12:44:00,0.502,0.224,240.54,2.4,0.0,0.0,1.0,2008-07-01 12:44:00,2008-07-01,12,1,7,2008,0,7.366666666666667
27/10/2010,05:21:00,0.362,0.11,247.71,1.4,0.0,0.0,1.0,2010-10-27 05:21:00,2010-10-27,5,2,10,2010,0,5.033333333333333
14/7/2007,22:55:00,1.246,0.378,242.24,5.6,0.0,1.0,11.0,2007-07-14 22:55:00,2007-07-14,22,5,7,2007,1,8.766666666666666
13/11/2008,05:26:00,0.34,0.048,240.58,1.4,0.0,0.0,0.0,2008-11-13 05:26:00,2008-11-13,5,3,11,2008,0,5.666666666666667
14/3/2010,20:16:00,1.152,0.0,240.73,4.8,0.0,0.0,0.0,2010-03-14 20:16:00,2010-03-14,20,6,3,2010,1,19.2
9/4/2007,15:53:00,0.382,0.086,240.46,1.6,1.0,0.0,0.0,2007-04-09 15:53:00,2007-04-09,15,0,4,2007,0,5.366666666666666
23/1/2008,22:22:00,0.57,0.236,243.5,2.4,0.0,0.0,0.0,2008-01-23 22:22:00,2008-01-23,22,2,1,2008,0,9.5
16/1/2010,23:01:00,1.412,0.0,243.55,5.8,0.0,0.0,1.0,2010-01-16 23:01:00,2010-01-16,23,5,1,2010,1,22.533333333333335
15/1/2009,22:53:00,0.438,0.068,247.99,1.8,0.0,0.0,0.0,2009-01-15 22:53:00,2009-01-15,22,3,1,2009,0,7.3
12/9/2010,23:32:00,1.31,0.36,242.99,5.6,1.0,1.0,1.0,2010-09-12 23:32:00,2010-09-12,23,6,9,2010,1,18.833333333333332
30/5/2009,00:15:00,0.42,0.244,245.43,2.0,0.0,1.0,1.0,2009-05-30 00:15:00,2009-05-30,0,5,5,2009,1,5.0
23/10/2007,13:48:00,0.22,0.0,242.63,1.0,0.0,0.0,0.0,2007-10-23 13:48:00,2007-10-23,13,1,10,2007,0,3.6666666666666665
23/2/2010,19:31:00,3.056,0.27,240.03,12.6,0.0,0.0,19.0,2010-02-23 19:31:00,2010-02-23,19,1,2,2010,0,31.93333333333333
26/8/2007,17:50:00,0.4,0.316,239.85,2.0,0.0,1.0,0.0,2007-08-26 17:50:00,2007-08-26,17,6,8,2007,1,5.666666666666667
12/11/2008,15:20:00,0.68,0.354,241.7,3.2,0.0,2.0,0.0,2008-11-12 15:20:00,2008-11-12,15,2,11,2008,0,9.333333333333334
8/5/2009,08:48:00,1.574,0.0,238.38,6.6,0.0,1.0,19.0,2009-05-08 08:48:00,2009-05-08,8,4,5,2009,0,6.233333333333334
24/4/2010,00:17:00,0.342,0.118,242.94,1.4,0.0,0.0,1.0,2010-04-24 00:17:00,2010-04-24,0,5,4,2010,1,4.7
24/3/2009,01:11:00,0.476,0.236,246.12,2.2,0.0,1.0,0.0,2009-03-24 01:11:00,2009-03-24,1,1,3,2009,0,6.933333333333334
8/9/2009,20:11:00,0.432,0.342,243.44,2.2,0.0,1.0,1.0,2009-09-08 20:11:00,2009-09-08,20,1,9,2009,0,5.2
16/9/2009,13:40:00,0.724,0.252,242.39,3.2,0.0,5.0,1.0,2009-09-16 13:40:00,2009-09-16,13,2,9,2009,0,6.066666666666666
30/12/2006,09:48:00,4.722,0.142,239.69,19.6,0.0,37.0,18.0,2006-12-30 09:48:00,2006-12-30,9,5,12,2006,1,23.700000000000003
25/8/2007,08:56:00,0.112,0.0,242.02,0.4,0.0,0.0,0.0,2007-08-25 08:56:00,2007-08-25,8,5,8,2007,1,1.8666666666666667
30/12/2009,09:56:00,1.608,0.24,238.52,6.8,1.0,1.0,18.0,2009-12-30 09:56:00,2009-12-30,9,2,12,2009,0,6.800000000000001
12/9/2009,05:43:00,0.21,0.086,242.14,0.8,0.0,0.0,1.0,2009-09-12 05:43:00,2009-09-12,5,5,9,2009,1,2.5
30/3/2010,08:04:00,2.65,0.418,237.96,11.2,1.0,0.0,18.0,2010-03-30 08:04:00,2010-03-30,8,1,3,2010,0,25.166666666666664
4/8/2008,03:34:00,0.216,0.108,236.69,1.0,0.0,1.0,1.0,2008-08-04 03:34:00,2008-08-04,3,0,8,2008,0,1.6
27/11/2007,12:54:00,1.616,0.054,239.89,6.6,0.0,0.0,18.0,2007-11-27 12:54:00,2007-11-27,12,1,11,2007,0,8.933333333333334
18/8/2008,10:11:00,0.184,0.154,241.43,1.0,0.0,0.0,1.0,2008-08-18 10:11:00,2008-08-18,10,0,8,2008,0,2.066666666666667
5/2/2008,23:41:00,0.25,0.0,245.54,1.0,0.0,0.0,0.0,2008-02-05 23:41:00,2008-02-05,23,1,2,2008,0,4.166666666666667
19/10/2008,16:47:00,0.544,0.238,242.23,2.4,0.0,2.0,1.0,2008-10-19 16:47:00,2008-10-19,16,6,10,2008,1,6.066666666666666
28/4/2009,08:38:00,1.998,0.366,240.89,8.4,0.0,0.0,19.0,2009-04-28 08:38:00,2009-04-28,8,1,4,2009,0,14.299999999999997
30/6/2009,07:16:00,1.354,0.088,242.45,5.6,0.0,0.0,19.0,2009-06-30 07:16:00,2009-06-30,7,1,6,2009,0,3.5666666666666664
28/9/2007,03:52:00,0.312,0.094,242.38,1.2,0.0,0.0,0.0,2007-09-28 03:52:00,2007-09-28,3,4,9,2007,0,5.2
26/12/2007,20:01:00,0.43,0.116,239.12,1.8,0.0,0.0,0.0,2007-12-26 20:01:00,2007-12-26,20,2,12,2007,0,7.166666666666667
10/11/2007,01:19:00,0.23,0.0,242.82,1.0,0.0,0.0,0.0,2007-11-10 01:19:00,2007-11-10,1,5,11,2007,1,3.8333333333333335
27/4/2007,06:06:00,0.204,0.094,235.62,1.0,0.0,0.0,0.0,2007-04-27 06:06:00,2007-04-27,6,4,4,2007,0,3.4
19/9/2009,21:12:00,1.832,0.396,240.7,7.6,0.0,1.0,0.0,2009-09-19 21:12:00,2009-09-19,21,5,9,2009,1,29.533333333333335
29/3/2007,06:28:00,1.464,0.0,239.77,6.0,0.0,0.0,17.0,2007-03-29 06:28:00,2007-03-29,6,3,3,2007,0,7.399999999999999
14/11/2009,05:53:00,0.242,0.046,242.04,1.0,0.0,0.0,0.0,2009-11-14 05:53:00,2009-11-14,5,5,11,2009,1,4.033333333333333
11/7/2008,21:22:00,0.212,0.0,239.73,1.0,0.0,0.0,1.0,2008-07-11 21:22:00,2008-07-11,21,4,7,2008,0,2.533333333333333
16/12/2008,07:08:00,3.256,0.246,242.18,13.4,0.0,1.0,18.0,2008-12-16 07:08:00,2008-12-16,7,1,12,2008,0,35.266666666666666
7/11/2007,00:20:00,0.376,0.136,241.22,1.6,0.0,0.0,0.0,2007-11-07 00:20:00,2007-11-07,0,2,11,2007,0,6.266666666666667
15/11/2007,13:24:00,0.324,0.096,239.0,1.4,0.0,0.0,0.0,2007-11-15 13:24:00,2007-11-15,13,3,11,2007,0,5.4
24/2/2010,18:26:00,1.596,0.116,240.91,6.6,0.0,0.0,0.0,2010-02-24 18:26:00,2010-02-24,18,2,2,2010,0,26.6
25/3/2007,04:37:00,2.302,0.058,241.45,9.4,0.0,0.0,0.0,2007-03-25 04:37:00,2007-03-25,4,6,3,2007,1,38.36666666666667
26/1/2008,17:07:00,1.928,0.054,237.93,8.0,0.0,0.0,17.0,2008-01-26 17:07:00,2008-01-26,17,5,1,2008,1,15.133333333333333
6/10/2009,12:43:00,0.222,0.0,243.45,0.8,0.0,0.0,0.0,2009-10-06 12:43:00,2009-10-06,12,1,10,2009,0,3.7
17/7/2008,15:28:00,3.99,0.136,234.43,17.0,37.0,1.0,23.0,2008-07-17 15:28:00,2008-07-17,15,3,7,2008,0,5.5
1/11/2010,22:44:00,1.318,0.066,251.76,5.2,0.0,0.0,1.0,2010-11-01 22:44:00,2010-11-01,22,0,11,2010,0,20.966666666666665
30/4/2009,18:46:00,1.628,0.174,241.24,6.8,0.0,1.0,19.0,2009-04-30 18:46:00,2009-04-30,18,3,4,2009,0,7.133333333333333
17/4/2010,05:01:00,0.304,0.0,242.59,1.2,0.0,0.0,1.0,2010-04-17 05:01:00,2010-04-17,5,5,4,2010,1,4.066666666666666
30/1/2008,05:10:00,0.394,0.0,244.74,1.8,0.0,0.0,0.0,2008-01-30 05:10:00,2008-01-30,5,2,1,2008,0,6.566666666666666
21/6/2007,07:39:00,1.378,0.11,239.75,5.8,0.0,0.0,18.0,2007-06-21 07:39:00,2007-06-21,7,3,6,2007,0,4.966666666666665
6/12/2007,07:53:00,2.318,0.114,238.61,10.0,0.0,0.0,18.0,2007-12-06 07:53:00,2007-12-06,7,3,12,2007,0,20.633333333333333
27/9/2007,07:40:00,2.718,0.222,237.57,11.4,0.0,1.0,18.0,2007-09-27 07:40:00,2007-09-27,7,3,9,2007,0,26.299999999999997
2/7/2007,09:05:00,0.184,0.074,239.31,0.8,0.0,2.0,0.0,2007-07-02 09:05:00,2007-07-02,9,0,7,2007,0,1.0666666666666669
26/10/2010,06:47:00,0.35,0.104,243.35,1.4,0.0,0.0,1.0,2010-10-26 06:47:00,2010-10-26,6,1,10,2010,0,4.833333333333333
26/4/2010,16:50:00,0.31,0.094,239.45,1.4,0.0,1.0,0.0,2010-04-26 16:50:00,2010-04-26,16,0,4,2010,0,4.166666666666667
22/12/2007,21:10:00,3.094,0.168,238.79,13.0,0.0,5.0,18.0,2007-12-22 21:10:00,2007-12-22,21,5,12,2007,1,28.56666666666667
8/8/2010,13:07:00,0.276,0.148,239.41,1.4,0.0,0.0,1.0,2010-08-08 13:07:00,2010-08-08,13,6,8,2010,1,3.5999999999999996
22/5/2010,15:46:00,1.46,0.074,239.78,6.0,0.0,1.0,18.0,2010-05-22 15:46:00,2010-05-22,15,5,5,2010,1,5.333333333333332
27/3/2009,02:32:00,0.296,0.0,244.63,1.4,0.0,0.0,0.0,2009-03-27 02:32:00,2009-03-27,2,4,3,2009,0,4.933333333333334
17/7/2009,19:54:00,0.214,0.104,241.94,1.0,0.0,2.0,1.0,2009-07-17 19:54:00,2009-07-17,19,4,7,2009,0,0.5666666666666669
25/9/2010,00:13:00,0.504,0.286,244.31,2.4,0.0,1.0,1.0,2010-09-25 00:13:00,2010-09-25,0,5,9,2010,1,6.4
25/3/2009,22:43:00,1.384,0.0,243.68,5.6,1.0,0.0,19.0,2009-03-25 22:43:00,2009-03-25,22,2,3,2009,0,3.0666666666666664
